,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13
0,SZL,1.2633521939919397,LYRM1,2.6593151444491188,KRT4,1.3414829686593726,TA,2.3974353067454124,NANOS3,1.584101290514027,SI:DKEY-28A3.2,1.3282238060956353,SI:CH211-242H13.4,1.4079607087940362,PRDM14,1.2564352470967755,SI:CH211-113A14.16,1.0146978152595643,PHLDA3,1.3958664636781162,SI:DKEY-261M9.17,1.6041045534593157,RHEBL1,1.2795894276930522,HSP90AA1.2,1.7903694201879048,SLC7A8A,1.1422594453917154
1,GATA2A,1.252731355996924,CABZ01084942.1,2.350658345984637,KRT18,1.325568636050461,EVE1,2.108718440777591,TDRD7A,1.4075645255486697,SYNGAP1A,1.1042839505517645,SI:DKEY-234I14.20,0.9811811893258646,ADMP,1.20547628182984,SI:DKEYP-3B12.6,1.006317582355794,MDM2,1.1700566260721692,HIST2H3C,1.3427636586905123,GDF3,1.1123061759070891,HSP70.3,1.1785066673842202,AFP4,1.1286195074847531
2,BMP4,1.1118068778575094,AGRP2,2.345532331934278,CLDNE,1.316704034842157,WNT11,1.9753607006752592,DND1,1.3469501136469992,JAG1B,1.103125669044169,SI:DKEY-48G21.5,0.9344513331649335,ZIC3,1.1623255076655676,OTUD4,0.997836290790643,SI:CH211-260E23.9,1.0993299141292607,SI:CH211-113A14.10,1.272203134024508,NCALDA,1.0829553053456227,HSP70.1,0.8484128053808573,SLC3A2B,1.0951317801273852
3,APOC1,1.0882830504481373,MYO3A,2.308667119060431,KRT5,1.3163034800836555,CDX4,1.8581126389802138,ACTL7A,1.3195040603606165,HS3ST3B1B,1.072441997204133,RNASEP_NUC,0.9132414882526267,SOX2,1.0443304145084253,SI:DKEY-23A13.4,0.9645275156225276,APLNRB,1.0357309615568226,ZGC:153405,1.1362826543790718,BZW1A,1.061230158613132,CABZ01080568.1,0.8086622981235261,CTSLL,0.9423648212748801
4,BMP7A,1.0687461127284725,RAPGEF6,2.2827825134543356,KRT92,1.3146990973850017,ZNF703,1.8214752792761244,DDX4,1.1428016093153073,CNNM1,1.0619086243771383,PGAM1A,0.8213868898433564,LFNG,1.0315018133930707,SI:DKEYP-3B12.10,0.9629199236066901,FOXO3B,1.0235006325943048,SI:DKEY-23A13.15,1.1360246649973402,SI:DKEY-199M13.4,1.0209988734431692,HSP70.2,0.7563357639202608,SPAW,0.8942016215615363
5,TFAP2C,1.0017239648058611,SI:CH73-195I19.3,2.2248582623868773,EVPLA,1.2886360325974788,AXIN2,1.5888543947942573,CA15B,1.1153471005377102,BX546500.1,1.0229762303839742,PPIB,0.8027666230460997,PRICKLE1A,1.0098374702635302,SI:DKEY-153M14.1,0.9217548070164777,CTSH,1.0002296306194656,SI:CH211-113A14.24,1.0818678243303386,P4HB,1.0199061307043829,HSPA4A,0.6742870520556776,HNF4A,0.8442066151476104
6,KIF20A,0.9775904098213899,ZGC:171775,2.0527607895458564,EPS8L1,1.281538602426386,SP5A,1.5373323863464683,RGS14A,0.9466263712934967,NRXN1B,1.0077995672145086,EIF5,0.7943474987089805,FOXD3,0.9697257102165512,KIAA0101,0.9161596437796167,RBL2,0.9982000064430712,SI:DKEY-108K21.14,1.0758826726660793,SKP2,1.0132177514946037,ZNF1031,0.6348153341987516,ANXA1A,0.8140990794917456
7,FOXI1,0.9635518152982616,TOP1,2.0111084079632517,KRT97,1.2565216232725382,TPBGA,1.5133491072150846,BTG4,0.9325218502018073,SI:DKEY-186O21.1,1.0005442514072738,SI:CH1073-190K2.1,0.7923890875499578,TIAM1B,0.9557804831248933,SI:CH1073-159D7.7,0.9159766905493352,SESN3,0.9257514961384163,ENSDART00000129497,1.0547579608667894,CR391944.1,1.006640967801206,SI:DKEY-11O15.10,0.6188611956027276,SI:DKEY-238D18.15,0.7821098246770252
8,CBFA2T2,0.9539253051497366,ANO9A,1.9634082889961957,ZNF185,1.2497679947159668,MSX1B,1.4504127490525518,GRA,0.8925708559568928,HSD17B2,0.9814250825036088,SI:DKEYP-55H4.2,0.777293038044194,PCDH18B,0.908625018409245,ZGC:158463,0.9139730493082304,BCL2L14,0.905135904467104,ZGC:165555,0.9970225785031495,SI:CH211-190K17.31,0.9890461794095263,SI:DKEY-146C18.5,0.6185416292600485,FBP1B,0.7544457169263767
9,ARID1AB,0.9228985753553656,DIABLOA,1.9347626166316674,MID1IP1A,1.2487777868930139,MIXL1,1.3942112530569202,SKA2,0.8190182671624638,PLECA,0.9806232502698782,EPCAM,0.7608318936581906,SI:CH211-139K8.4,0.9040835430189087,H2AFX,0.9072718755179652,TP53INP1,0.8850173512816893,SI:CH1073-159D7.7,0.9910967778220773,SI:DKEY-16M19.4,0.9872527447778731,TMEM205,0.6135732504772138,ABCA1B,0.7466059556021115
