,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17
0,BZW1A,1.1536546018411147,LYRM1,2.4288949584921653,EVPLA,1.3346379447512593,TA,2.398134851953175,NANOS3,1.5907861979130764,SI:CH211-242H13.4,1.4410603071060746,SI:DKEYP-3B12.7,1.0072480777514952,ADMP,1.3081157506666643,SI:DKEYP-3B12.10,1.0856597347892232,BX546500.1,1.243801411418737,SI:DKEY-261M9.17,1.5133966835739772,PHLDA3,1.4167863284504336,HSP90AA1.2,1.8597683736337094,TELO2,0.7058132847092937,BX324155.1,0.8945274378219497,SZL,1.4963512224536024,CHD,0.9463231184921025,JAG1B,0.9055521946070025
1,GDF3,1.1348996091677566,MYO3A,2.153226696404427,EPS8L1,1.2756009249416704,EVE1,2.1453644758654153,DND1,1.4228719830861067,SI:DKEY-48G21.5,0.935504374223169,SI:DKEYP-3B12.6,0.8660810590086382,PRDM14,1.2681087854321416,ENSDART00000172356,1.0031733869729897,CAMSAP2A,1.2112006888805085,HIST2H3C,1.2483201416956684,MDM2,1.201160304246488,HSP70.3,1.2121727334503125,FTH1B,0.680196161319176,BX005448.2,0.8557412876290144,GATA2A,1.4497093861761514,FGF17,0.8982927040293055,NRXN1B,0.8671937064813723
2,P4HB,1.063104560286003,AGRP2,2.131191844595708,CYT1,1.2546798507668193,WNT11,2.0191690334233496,TDRD7A,1.3848252035409567,SI:DKEY-234I14.20,0.929696033845292,KIAA0101,0.8335437034027909,ZIC3,1.218917718943168,FP236812.1,1.0018540929196316,SLC7A8A,1.0574990643212072,SI:CH211-113A14.10,1.1253114080566078,SI:CH211-260E23.9,1.1034336367635373,HSP70.1,0.8603713003811884,SRRD,0.6564792070475847,CR391944.1,0.8079934072017473,APOC1,1.3549045701240945,NEURL1AB,0.8933671084292462,CPE,0.8656039341950911
3,RHEBL1,1.034246222381345,SI:CH73-195I19.3,2.1227960529930585,CYT1L,1.2422429237675003,CDX4,1.877826175862166,ACTL7A,1.2661429440701883,RNASEP_NUC,0.9140924745663364,PRKRIP1,0.7747910234388455,SOX2,1.1980917848176942,SI:CH1073-159D7.7,0.9997229142028037,SYNGAP1A,0.9632157884481574,SI:DKEY-23A13.15,1.0503571858453409,APLNRB,1.0588953575291893,CABZ01080568.1,0.8222938409115365,SI:CH211-117I10.10,0.6527225126205102,SI:DKEY-1D7.3,0.8076163233809989,BMP4,1.3249353281124976,CLDNB,0.8808548395187248,CABZ01064859.1,0.8501285019468016
4,FAM78BB,1.0296284326075247,RAPGEF6,2.1085714985826582,KRT5,1.2354273444378425,ZNF703,1.8346660635971954,CA15B,1.1194964249816484,PGAM1A,0.8433394451732087,HSP90AB1,0.7591855454145872,SI:CH211-139K8.4,1.1590793650294196,ZGC:113984,0.9771282144894059,SI:DKEY-28A3.2,0.9446966709280079,ENSDART00000129497,1.0470224529567869,FOXO3B,1.0295800507275408,HSP70.2,0.7854087768378848,RAB3IL1,0.6437647685793016,DDIT4,0.7961231714444537,FOXI1,1.28544695762801,CEBPB,0.860186846647638,VPS13A,0.8428893909310996
5,SKP2,0.9868886664579405,ANO9A,2.0835096770383803,FTR83,1.231365619129895,AXIN2,1.608273627297329,DDX4,1.109286766357502,CPN1,0.8072794268610114,CLIP4,0.7536870226992256,SI:DKEY-188C14.4,1.1378585718412504,ZGC:158463,0.9553714434770948,HS3ST3B1B,0.9399676035321648,ZGC:153405,1.0227844304704041,CTSH,1.0141071356466025,SERPINH1B,0.6713055589986814,TSG101A,0.6374555502282849,SI:CH211-190K17.31,0.778985307670861,VED,1.1969464659131417,CLDNE,0.7849001865763175,CAMSAP3,0.8143242476430854
6,SI:DKEY-6D5.4,0.9807765678396625,CABZ01084942.1,2.056858673893372,KRT97,1.2261510124147517,SP5A,1.5996155003734462,GRA,0.9681749554038284,SI:CH1073-190K2.1,0.7972674644080517,SLC35A4,0.7285145985089003,PRICKLE1A,1.0746092210278375,SI:CH211-113A14.25,0.9306750600759506,PLECA,0.8865519540664575,SI:CH211-113A14.24,0.9857627354372418,RBL2,0.9845161265074818,HSPA4A,0.6488138034274604,SI:CH211-235I11.3,0.6363991602765601,SI:DKEY-15H14.4,0.7688719514261553,TFAP2C,1.1384556057275228,KRT18,0.7717679180107505,SI:CH211-276A17.5,0.808232494384153
7,NCALDA,0.9676180447651742,FNIP1,1.8753554762724167,KRT92,1.2234047592367636,TPBGA,1.5317669425972305,RGS14A,0.9188679619166703,EIF5,0.7403922757406131,RPL27,0.7133751551872143,FOXD3,1.0624199255979558,FP236812.2,0.9195122409451585,JAKMIP2,0.8697152779565117,SI:DKEY-108K21.14,0.8981282412562038,SESN3,0.9500675165154484,SI:DKEY-146C18.5,0.6006294727213145,FGF17,0.6316097139028728,SI:DKEY-47K16.4,0.7651008354999418,CRABP2B,1.0837143353225225,GADD45BB,0.7654421912105773,SI:DKEY-234L24.10,0.8027067413229463
8,MKRN4,0.9425192007468912,ZGC:173587,1.8334925705460954,KRT4,1.2145220010876976,MSX1B,1.4957863109913112,BTG4,0.7948616771368429,CR388042.3,0.737871287278183,NNR,0.7002112836651704,SLC38A5B,1.0493472018184935,SI:DKEY-108K21.27,0.918498399714151,FTR36,0.845594399797902,ZGC:165555,0.8969261045879094,BCL2L14,0.9348479783719852,TMEM205,0.5953848990918802,AFP4,0.614969453468082,CR450785.2,0.7626952444576954,BMP7A,1.0803257053764097,MID1IP1A,0.7552640988844972,UPK1A,0.7987065526198047
9,RBM4.3,0.9413644581188305,ZGC:171775,1.7328162899910062,ZGC:193505,1.199982971476783,MIXL1,1.4232175467025214,ICE1,0.7917661399979598,SI:DKEYP-55H4.2,0.7294824447028839,RPL35,0.6971993658733625,CHD,1.0294588894308236,SI:CH211-113A14.16,0.8939930457717356,RNF213,0.8448907652646243,SI:CH211-113A14.15,0.8693442569731862,TP53INP1,0.8714646499032358,ADGRE10,0.5927165770689515,WDTC1,0.6123024053920975,SI:DKEY-56M15.3,0.757889530011744,BAMBIA,1.0452108391677537,STARD14,0.7477321529344602,RNF220B,0.7812199948568057
