,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14
0,GATA2A,1.176749150878288,LYRM1,2.5901953140047715,KRT4,1.368985905797803,TA,2.3851171410975476,NANOS3,1.5611538338949777,SI:CH211-242H13.4,1.3705394113228795,SI:DKEYP-3B12.7,0.8762992999184224,CHD,1.543782328376055,SI:CH1073-80I24.3,0.8209105745833596,SI:DKEY-28A3.2,1.1491331429691864,SI:DKEY-261M9.17,1.6651347861886254,PHLDA3,1.3830642568071412,HSP90AA1.2,1.8092711082435964,TELO2,0.7481067788859237,RHEBL1,1.0925383286432693
1,BMP4,1.126912208586296,MYO3A,2.3249402137536954,KRT18,1.3564665978203068,EVE1,2.0937774610809323,TDRD7A,1.3971866742215078,SI:DKEY-234I14.20,1.0101669986931878,KIAA0101,0.8630554965195893,ADMP,1.3516948267743514,SI:DKEY-95P16.2,0.816561132283406,BX546500.1,1.1095485873129243,HIST2H3C,1.4393397239087795,MDM2,1.1663460842314812,HSP70.3,1.182141203645086,AFP4,0.7330163514716262,SI:DKEY-199M13.4,0.9754228890908875
2,APOC1,1.1060472914838269,RAPGEF6,2.2975942779351857,CLDNE,1.3418844822129246,WNT11,1.9326827752524613,DND1,1.3696284927988764,SI:DKEY-48G21.5,0.965887748143566,PRKRIP1,0.8329512091085981,FOXD3,1.336345232005814,SI:DKEY-16M19.4,0.7990175974658927,SYNGAP1A,1.108630546920789,SI:CH211-113A14.10,1.3465068795866728,SI:CH211-260E23.9,1.086743635172175,HSP70.1,0.8619994944942262,SLC3A2B,0.6809715578899171,GDF3,0.9732968163051554
3,SZL,1.103486062919404,CABZ01084942.1,2.229800739524662,KRT5,1.3371598611894415,CDX4,1.8246486516157532,ACTL7A,1.3220829796427647,RNASEP_NUC,0.8915483389918513,HSP90AB1,0.8124927205868906,ZIC3,1.1912933991179122,SI:CH211-195B11.4,0.743573150975575,PLECA,1.0750875013157941,ZGC:153405,1.172482091836372,APLNRB,1.0206120640051326,CABZ01080568.1,0.7867645569033023,SRRD,0.6646771726464751,SI:DKEY-15H14.4,0.9618584825558707
4,BMP7A,1.0308625431926144,AGRP2,2.2002398823342104,MID1IP1A,1.3203510610741034,ZNF703,1.788976949158854,DDX4,1.1464134364142486,SI:DKEYP-55H4.2,0.8356687604896164,OTUD4,0.8092764166939633,PRICKLE1A,0.9623787648115509,MAP2K6,0.7266606626414761,JAG1B,1.0275765006944797,SI:DKEY-23A13.15,1.1443124510475804,FOXO3B,1.0097730609142594,HSP70.2,0.7551846433678696,SI:CH211-117I10.10,0.658967819880041,NCALDA,0.955430270668157
5,ARID1AB,0.9966385773919622,SI:CH73-195I19.3,2.198090694211024,LYE,1.3113932087025495,AXIN2,1.51774809042253,CA15B,1.0605829430547296,PGAM1A,0.8157765098944031,SI:DKEYP-3B12.6,0.7764883761705295,SESN3,0.9201720591293971,SI:CH211-222L21.1,0.7133268282093242,CAMSAP2A,1.0199605508750917,SI:CH211-113A14.24,1.1259584399551887,CTSH,0.9957356934441056,HSPA4A,0.6659717732941864,FGF17,0.6574168251101724,BIRC5B,0.9385902728926244
6,CLUHA,0.9918547292023531,ZGC:171775,2.0296445630379285,KRT92,1.3002193387268974,SP5A,1.4791167032474921,RGS14A,0.9740851887133379,SI:CH1073-190K2.1,0.7999831888822664,SI:DKEY-261M9.15,0.7756525568630602,FZD8A,0.8860967208788555,ENSDART00000172356,0.7109211467484603,HS3ST3B1B,0.9871298935201772,SI:DKEY-108K21.14,1.1204343041607108,RBL2,0.9914779477230126,SERPINH1B,0.6587685468016882,TSG101A,0.653636602959702,P4HB,0.937209827130686
7,FOXI1,0.9858301599445916,TOP1,1.9860982486162448,EPS8L1,1.2760153745301277,TPBGA,1.4665612638374956,GRA,0.9234394663005859,SI:CH211-268B13.3,0.7624737217045229,RPS17,0.7701561264075427,ZEB1A,0.8724426027502042,POLR3GLA,0.7047199514853753,NRXN1B,0.9581852856382795,SI:CH1073-159D7.7,1.066072926837738,SESN3,0.9069077508037346,ZNF1031,0.649382173847741,SLC7A8A,0.6532555832158943,SI:CH211-190K17.31,0.9150710568817799
8,CBFA2T2,0.9572455611033035,DIABLOA,1.95265696012147,CLDN23,1.2687690021893452,MSX1B,1.4513673097756832,BTG4,0.8874924346646261,EIF5,0.7466688856557687,SI:CH211-113A14.10,0.7695939225560748,CST3,0.8595596534032923,SI:ZFOS-44A5.1,0.703721869695423,CNNM1,0.9520128522334907,SI:CH211-113A14.15,1.054893400010929,BCL2L14,0.8873735498376688,ADGRE10,0.6465815374271707,RAB3IL1,0.6409545983535575,BZW1A,0.9119817342072979
9,TFAP2C,0.935685648828058,ANO9A,1.9505463256711149,ZGC:101000,1.2674240233968672,MIXL1,1.3671135038481124,SKA2,0.8124313956526907,CPN1,0.7332498793331952,SI:DKEY-261M9.17,0.7628126644708396,CDH2,0.8256083104928585,SI:DKEYP-3B12.10,0.6873513582585294,HSD17B2,0.9339890443012707,ZGC:165555,1.0514750175017589,TP53INP1,0.8665537357767167,SI:DKEY-146C18.5,0.6426342718631749,FTH1B,0.6361593821809758,MKRN4,0.9027945176844463
10,UBR5,0.9317680965925452,FNIP1,1.8380713657842769,CEBPB,1.2554338494387391,GBX1,1.3020924450172744,ICE1,0.7716407983494504,PPIB,0.7277236758317274,SI:CH211-113A14.16,0.7521640936852401,NOTO,0.8242860726631062,SI:DKEYP-3B12.12,0.6845589832735861,SI:DKEY-186O21.1,0.9258366525397503,ENSDART00000129497,1.044510230817524,CASP8,0.857369514797798,TMEM205,0.6075555251383677,WDTC1,0.6205234966433035,SI:DKEY-156K2.3,0.90057476169734
