,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9
0,GDF3,1.0396262724569594,LYRM1,2.5527352726912915,KRT4,1.4162896561388436,TA,2.336758973583752,NANOS3,1.2369830671104685,SI:DKEY-28A3.2,1.2990022193187967,SI:CH211-242H13.4,1.2204169974794674,CHD,1.1958620890338703,PRDM14,0.899578419444501,PHLDA3,1.3687497465995435
1,RHEBL1,1.026185692872977,AGRP2,2.2127532109183803,KRT18,1.4096033810526551,EVE1,2.0719176803980295,TDRD7A,1.189802468335795,FTR36,1.1690161946633062,OTUD4,1.14809871891244,SI:DKEY-261M9.17,1.186936990569507,SI:CH1073-80I24.3,0.8885565273449445,MDM2,1.2174227760458174
2,SI:DKEY-15H14.4,1.0185128262254701,RAPGEF6,2.1738930079172363,LYE,1.3815296250679228,WNT11,1.9179752019605691,HSP90AA1.2,1.1132499475182185,HS3ST3B1B,1.1644440115321477,PRKRIP1,1.080540994277165,HIST2H3C,0.9778472784663814,SI:CH211-139K8.4,0.8566485835712402,SI:CH211-260E23.9,1.0342748939860353
3,SI:CH211-190K17.31,1.0028322884667258,CABZ01084942.1,2.172369288150074,KRT92,1.3709170086014437,CDX4,1.81371654050304,DND1,1.0430871563866428,JAG1B,1.1032351147480155,HSP90AB1,1.0000957035501115,ZIC3,0.9735825471725119,FP236812.1,0.8164330024948733,CTSH,0.9950253371967921
4,MKRN4,0.9958577548502604,MYO3A,2.1388859899963846,MID1IP1A,1.351451581293776,ZNF703,1.7323447828393428,ACTL7A,1.0408935475487937,SI:DKEY-186O21.1,1.08273571027542,PPIB,0.9920633334571552,ADMP,0.9518360947370351,PCDH18B,0.8130836311852354,FOXO3B,0.9927087103100369
5,NCALDA,0.9828479197130264,SI:CH73-195I19.3,2.0790046293710556,KRT5,1.347885902991514,TPBGA,1.517885002143467,BTG4,1.0210767070677074,TNFAIP8L2A,1.0725014137393236,SI:DKEY-153M14.1,0.976550321521291,ZGC:153405,0.8783209402397343,SI:DKEY-188C14.4,0.8102604493306379,RBL2,0.9812268618103301
6,BZW1A,0.9796086818302734,ANO9A,2.018419140672534,CLDNE,1.3474471009712903,SP5A,1.5036862930064938,FHDC3,0.9526807085735677,KCNK4,1.0613575431840727,SI:DKEY-23A13.15,0.9756519491549271,SI:DKEY-108K21.14,0.8637317023407357,SOX2,0.7902982692482857,APLNRB,0.9794299976866313
7,BX005448.2,0.97500455477409,ZGC:171775,1.8964296674526,SI:CH211-125O16.4,1.331073946299829,AXIN2,1.4964844896634022,SI:DKEY-11O15.10,0.9415173224312081,NRXN1B,1.036226319086337,EIF5,0.968583678219976,FOXD3,0.8449559307053399,SI:DKEY-95P16.2,0.7442004526184385,SESN3,0.96683046037774
8,P4HB,0.9676795416617361,TOP1,1.84707605703733,CEBPB,1.32579901175855,MSX1B,1.4765243819355178,CA15B,0.9224382019420642,CNNM1,1.0345905488893545,SI:DKEY-23A13.4,0.9643409216958937,FOXD5,0.8441076390198053,MAP2K6,0.741759810076593,BCL2L14,0.897359799667436
9,BX640584.2,0.9520957329020346,DIABLOA,1.8012912824531535,ZGC:101000,1.324038432782214,MIXL1,1.3598304172939122,SKA2,0.9036571034885946,GRB7,1.0212524009730666,SI:CH211-117M22.2,0.9638473428651738,GBGT1L4,0.8303642228410393,UBA52,0.7414139855072304,CASP8,0.8670558374224469
10,ZNF1060,0.9466776417049672,FNIP1,1.7728917905524004,KRT97,1.3131463892954083,GBX1,1.2884376337333352,ANKRD12,0.8870014534848112,CPE,1.0049685595079063,GTF2H5,0.9557180150438154,SI:DKEY-23A13.15,0.8276439186984198,SI:DKEY-108K21.27,0.7276723474812828,TP53INP1,0.8168701508567666
11,SI:DKEY-30F3.2,0.9293696907682732,HNRNPA0B,1.7669794746537804,KRT8,1.3026812189393202,ZNF503,1.2258557058703439,CLDNG,0.8702395720816218,HSD17B2,0.998669669876025,SI:DKEY-108K21.12,0.9522040076784216,FOXB1A,0.8123173701334406,SLC38A3B,0.7240915582002426,ZGC:64022,0.7973645956651549
12,CR391944.1,0.9133757921923917,ZGC:173587,1.7510776910498396,EPS8L1,1.298681604637003,IM:7138239,1.1584055980263304,BMI1B,0.8575883110933377,SYNGAP1A,0.967641322285766,SI:DKEY-234I14.20,0.9392093834788569,SI:CH211-113A14.10,0.8060781636559086,SI:CH211-222L21.1,0.7196381578290594,SESN1,0.7737838572744011
13,BX324155.1,0.9130338271068738,NME2A,1.6453369373363111,CLDN23,1.2668314945525032,DLD,1.0995286075232373,BOKB,0.849743453406353,RHD,0.9608666321702777,RPL12,0.9247606742008126,SI:CH211-113A14.24,0.8016732074961136,LHX5,0.7154124778996188,CDKN1A,0.7455944160162318
14,CR450785.2,0.9107726736716169,GPRC5BB,1.637099679454948,ZNF185,1.2614034193739263,ZIC2A,1.0750048085739263,MAP7,0.8188032215709996,SI:CH211-171H4.5,0.9585341171864709,STM,0.9233205090319713,AMOTL2A,0.7672618723077153,H2AFX,0.6989038241101648,SLC4A2A,0.737798192926841
15,ZNF1040,0.9089945788601962,HUWE1,1.441132273585003,FA2H,1.2575795136347352,NHSL1B,1.0576455842732877,SLC25A25A,0.8123066221151247,RNF213,0.9520654070411266,FTL,0.9110180201965286,ENSDART00000129497,0.7508140369290266,ADD3B,0.6945863910020783,EXO5,0.7310949951547489
16,RAC1A,0.8993351607596783,CABZ01001464.1,1.3381836196305221,ZGC:193505,1.248472223549326,ATP1B3A,1.0309725457828696,MID1IP1L,0.8082093759664386,SI:DKEY-58J15.10,0.9453600337948974,SI:CH211-194E1.8,0.9079741014750066,DACT2,0.7371401400354763,SLC38A5B,0.691320303080137,PLEKHN1,0.7268971664539997
17,WEE2,0.8917090325249802,PON1,1.335810718979729,FTR83,1.2324443221256163,APOC1,1.0270303653674164,OTX1B,0.79677503258802,BX546500.1,0.9232556196070795,KIAA0101,0.9048372534487441,FSCN1A,0.7280303296636736,FAUA,0.684686569324672,IGF2A,0.7026539751565195
18,FAM78BB,0.8862246192899098,KLHL22,1.3333345754653305,MGLL,1.2309063685219221,HES6,1.022939070833542,CHD6,0.7887917677491333,SI:CH211-178N15.1,0.9171146788748884,DUT,0.9033157513648373,IER2,0.7082801294602333,POLR3GLA,0.6798316910889207,E2F7,0.6775270642747445
19,ADGRE10,0.884130053355838,NRXN1B,1.3031944612394433,EVPLA,1.216377508454171,PRICKLE1B,1.0193893615669307,SI:DKEY-261J4.3,0.7792136289834808,JAKMIP2,0.9143801643051441,ZGC:158463,0.9028633386744022,TDGF1,0.7063709966802894,SI:DKEY-16M19.4,0.6796071945860886,SI:DKEY-204L11.1,0.6722870796314012
20,ZNF986,0.880637149760718,CPE,1.2714535288130033,SI:DKEYP-67A8.4,1.2084281338748042,HER1,1.0045500623603556,RGS14A,0.7750046363399883,CAMSAP2A,0.9073712179569199,U1,0.8837851453256076,SI:CH211-113A14.15,0.6786184542679137,MCM6,0.6790585615889749,RASL11B,0.6696687375643241
21,SKP2,0.8788581564234123,CYR61L2,1.2532103030492325,KLF17,1.2081706893760429,VED,0.9920290162441942,KLF2B,0.7739373197505085,LAMC1,0.8867413249018337,CLIP4,0.8788120744257869,ZGC:163077,0.675576787765198,ZGC:163040,0.6720953188638509,FOXI1,0.6692441032531944
22,PRMT1,0.8751393350037153,SI:CH211-241E1.5,1.2337242950680587,CLDNB,1.1975851713172523,SP5L,0.9708746214004652,ZGC:56231,0.7709226477170267,ZNF644B,0.8792104579780394,CDKN1BB,0.8766760565753192,ZEB1A,0.6654607311315212,SI:ZFOS-44A5.1,0.6690114750756637,SI:CH211-239D6.2,0.6544685977531757
23,ZGC:91910,0.8748198286494375,SETD2,1.2088060928508468,FUT9B,1.1765529805218737,MSX3,0.9685095779479991,ZGC:158852,0.7641069989123213,NCOA7,0.8787322142547034,SI:DKEY-48G21.5,0.8746069958789299,SI:CH1073-159D7.7,0.6620248312619534,PFKFB4B,0.6675097418170004,BCL3,0.6380245698812593
24,SUPT4H1,0.8734514732126172,SI:CH73-46J18.5,1.2037426969058547,FTR82,1.1750425269630305,LEF1,0.9336330182474917,DRL,0.7508523000870753,CABZ01009880.1,0.8728713284517404,SI:CH211-7C8.2,0.8740661997789307,GSC,0.6571072045792498,RPS15A,0.6667717657215924,ISG15,0.6306477943798465
25,DDX17,0.8678069718043075,ZNF1057,1.1988613639725325,GRHL3,1.168507774796973,LAMB1A,0.9167476727002339,PCM1,0.7479700003695033,GRNAS,0.871668569001964,TOP1L,0.8663406838746911,RASGEF1BA,0.6377678114965679,RPS2,0.6656238359688658,RPS27.2,0.628971331108649
26,FKBP7,0.8660410609143219,ZNF1068,1.1982362707920995,PLEKHF1,1.155640282681202,ARL4AB,0.9150667901842336,DDX4,0.7411752298049009,CSF1RB,0.8644293148632033,SI:CH211-113A14.16,0.865655025125353,DDIT4,0.6147905193622212,PKDCCB,0.6593428986055528,RGS20,0.6248430138953378
27,BIRC5B,0.8632174877898621,MLXIP,1.1977826387930968,ZGC:153911,1.1492761174457073,SZL,0.9130514845049783,TAOK3A,0.7283596039019431,PARP6A,0.8625595010435124,SI:CH1073-190K2.1,0.8651717797569062,SI:DKEYP-114G9.1,0.6126513292734612,SI:CH211-113A14.25,0.6575497916722739,LNX1,0.6183475036520597
28,THY1,0.8582218665626653,CHD7,1.153462832299075,PERP,1.1389215107879895,WNT8A,0.8949882225352013,BDP1,0.727524633617415,PHYHIP,0.8566668071900139,C1QB,0.8627891490137964,ZGC:165555,0.6113192212558047,LFNG,0.6575096550405871,SNX11,0.6141036109690742
29,ASB11,0.8557395070058884,DDC,1.1522641067467303,CYT1L,1.1280949415120083,VENT,0.8948804909273651,NCOR2,0.7252684084953718,BAALC,0.8527471915201432,EPCAM,0.854278435023866,SI:CH211-113A14.18,0.6095461017176993,ZNF319,0.6574920697019108,GADD45AA,0.5766312069767302
