,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4
0,OTUD4,1.2495318615432716,LYRM1,2.5473792092740273,KRT4,1.5154260579293752,TA,2.31752446563604,SI:RP71-45K5.2,1.1721852127744912
1,SI:CH1073-159D7.7,1.2248083933665552,AGRP2,2.2061653654457687,KRT92,1.4384705257643404,EVE1,2.075486382814465,TDRD7A,1.1184246136518685
2,SI:CH211-113A14.16,1.21879502415615,RAPGEF6,2.1619833876652015,KRT18,1.4362287678618595,WNT11,1.9433458923176181,BTG4,1.109434573718953
3,SI:DKEY-23A13.4,1.1688714051667297,ANO9A,2.1381018928439235,LYE,1.434017438457743,CDX4,1.807010044158217,DDIT4,1.0499737031541636
4,PPIB,1.1639296102184682,CABZ01084942.1,2.122753442188279,KRT5,1.4326038865122217,ZNF703,1.728889845294436,RPAIN,1.0320169925490301
5,ZGC:158463,1.1631838739286244,MYO3A,2.1003361272691414,KRT97,1.41430977397363,AXIN2,1.4972375087845826,SI:DKEY-11O15.10,1.0220119192943935
6,SI:DKEY-234I14.20,1.1603024818220247,SI:CH73-195I19.3,2.0497187644103234,MID1IP1A,1.4019231460818715,TPBGA,1.4894213526148004,CLDNG,1.0040499771428764
7,SI:CH73-1A9.3,1.1363305195546074,ZGC:171775,1.9252803301190777,CLDNE,1.396970768107229,SP5A,1.4845697280350847,ZGC:56231,0.9887529569366735
8,SI:CH211-242H13.4,1.1291903391970814,TOP1,1.8538270840284887,KRT8,1.3635758087057677,MSX1B,1.4562866603879026,HSP90AA1.2,0.9813916783479523
9,SI:DKEY-153M14.1,1.120521566807556,ZGC:173587,1.8215135896872783,ZGC:101000,1.352076515598523,MIXL1,1.3138022742949107,SI:DKEY-163F14.5,0.9706929259709318
10,DUT,1.1114288678026458,DIABLOA,1.808992644971916,SI:CH211-125O16.4,1.3385112087965454,GBX1,1.2808598188975666,SLC25A25A,0.9516469236822047
11,SI:DKEY-23A13.15,1.1095279936949503,FNIP1,1.7758548811645525,CEBPB,1.3294829959624996,ZNF503,1.2187716869738134,SI:DKEY-1D7.3,0.9405909934452396
12,SI:DKEY-16M19.4,1.1093587479346865,HNRNPA0B,1.7716733581521007,ZNF185,1.3157006557997508,IM:7138239,1.1729778096818437,ZGC:77112,0.9327162444895069
13,RPL12,1.1076134988978124,NME2A,1.6469565268915645,EPS8L1,1.3109841811240919,DLD,1.1643577222283672,LSM14B,0.9191375850201489
14,SI:CH211-222L21.1,1.097936347739041,GPRC5BB,1.5821454866643474,CLDN23,1.287470942317628,ATP1B3A,1.1137545278795,MID1IP1L,0.8966110402606905
15,SI:DKEY-122C11.4,1.0975666336556096,HUWE1,1.5403697745745915,FTR83,1.2752164399133377,ZIC2A,1.0783852039918564,NANOS3,0.8850388927941398
16,SI:DKEY-95P16.2,1.0890107052541975,NRXN1B,1.5238879366348455,ZGC:193505,1.2705382707854418,NHSL1B,1.06750389060879,LPCAT4,0.8777267724399486
17,SI:CH211-147G21.5,1.0884751437128046,KLHL22,1.5047636035229242,MGLL,1.2307995273974994,APOC1,1.0504074584806962,FHDC3,0.8720232425738248
18,SI:DKEY-53F14.4,1.0880485326260512,CPE,1.4617557453740258,KLF17,1.2304017518177606,VED,1.047895600714659,PGK1,0.8718917057492274
19,SI:CH211-272F15.5,1.0861777398738826,PON1,1.429358439014845,EVPLA,1.226516629815119,PRICKLE1B,1.019709022435441,NEK2,0.8684303590498689
20,KIAA0101,1.079415310240292,CYR61L2,1.3546983261435541,FA2H,1.220511594756418,HES6,1.0170350610037007,BCL2L10,0.8626897827512373
21,SI:DKEY-206L1.3,1.0751063824025202,SETD2,1.2769449070564192,FTR82,1.211827229168826,HER1,1.0015709604942973,CTH1,0.8616342379374351
22,SI:CH211-195B11.4,1.072266425160899,CABZ01001464.1,1.259289372634572,CLDNB,1.2104563068675027,MSX3,0.9878551836911103,SLBP2,0.8516609952067703
23,ELAVL1,1.0697626561190403,PCNT,1.2548838977415993,SI:DKEYP-67A8.4,1.206904711487446,SZL,0.9820041514454687,CA15B,0.8494589891472383
24,FTL,1.0678150118177352,POLR2A,1.249450941625852,FUT9B,1.1729337404428868,ARL4AB,0.9523619902602605,RAD18,0.8440972490823325
25,TSR2,1.0669184717432858,MLXIP,1.2315688189254286,CYT1L,1.1722519946331431,SP5L,0.9453983355547181,ACTL7A,0.8440768319919507
26,SI:DKEY-261M9.17,1.0651398151337814,SI:DKEYP-79B7.4,1.2253432283713255,GRHL3,1.1696899047396883,LEF1,0.944637101267277,SI:DKEYP-114G9.1,0.8389041766126332
27,SI:CH211-7C8.2,1.0641030787567562,CHD7,1.2239318839076074,ZGC:153911,1.1647994921111087,WNT8A,0.9130627812885463,CIARTA,0.8385180525226373
28,RPL6,1.0639956240075172,ZNF1057,1.215799000029722,PERP,1.1621187416003982,SI:DKEY-27I16.2,0.8999270934236596,PATL2,0.826312454446522
29,SI:CH211-194E1.8,1.0634296934100391,SI:CH211-241E1.5,1.2037043607258098,CYT1,1.148996343344203,SI:DKEY-149I7.2,0.8979077491335911,BMI1B,0.8113587177315249
