,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6
0,GDF3,1.1083097552222894,LYRM1,2.534581103133547,KRT4,1.4640187137540377,TA,2.3441422342995906,TDRD7A,1.2184155374286239,SI:DKEY-28A3.2,1.1728378277707412,OTUD4,1.1788232438928616
1,RHEBL1,1.0827611906712313,AGRP2,2.1954611684781473,KRT18,1.432335445393615,EVE1,2.0903450668789954,NANOS3,1.174733510420255,JAG1B,1.0918686139899987,SI:CH211-242H13.4,1.1625080889911104
2,CR391944.1,1.0389028633181974,RAPGEF6,2.142662896727304,LYE,1.420518418111738,WNT11,1.9346118226558295,BTG4,1.1463005941928153,FTR36,1.0854213495946288,PRKRIP1,1.0852141238500248
3,ALDOB,1.038839303562505,CABZ01084942.1,2.112720821911598,KRT92,1.4143523632301962,CDX4,1.8135927426534908,HSP90AA1.2,1.1054431669790488,HS3ST3B1B,1.084279220881278,SI:DKEY-153M14.1,1.0176293111006607
4,NCALDA,1.0283081384573596,MYO3A,2.100173809288702,MID1IP1A,1.3944582301266626,ZNF703,1.7463405682214383,ACTL7A,1.0678464155758125,KCNK4,1.068704858905412,HSP90AB1,1.0099736868019786
5,SI:CH211-195B11.4,1.0088554978675828,ANO9A,2.084899391353735,KRT5,1.3915701811297143,TPBGA,1.5207886288031183,CA15B,1.0467359015364155,TNFAIP8L2A,1.0173359487123865,SI:DKEY-23A13.4,1.0033002856362696
6,RGS3B,1.0066974944911258,SI:CH73-195I19.3,2.0636679692905617,KRT97,1.3810248322140215,SP5A,1.5182006309690177,CLDNG,1.0441569130351223,SI:DKEY-186O21.1,1.0022439461972423,SI:DKEY-108K21.12,0.9999107745789341
7,CR450785.2,0.991444325235371,ZGC:171775,1.8886523986324262,CLDNE,1.3762439613158048,AXIN2,1.503479977964872,MID1IP1L,1.037707786192059,CNNM1,0.9956940931774264,SI:CH211-117M22.2,0.9933506677608951
8,BZW1A,0.9890901359076734,TOP1,1.8235326541579784,ZGC:101000,1.367605023677651,MSX1B,1.4737279053202506,SI:DKEY-163F14.5,0.9696689476869641,GRB7,0.984862416402727,PPIB,0.9763898872479864
9,RAC1A,0.988717722446954,ZGC:173587,1.8180802705271515,SI:CH211-125O16.4,1.3627685958221167,MIXL1,1.3343719946061408,ZGC:158852,0.9664458320183016,NRXN1B,0.9795310105257071,SI:DKEY-23A13.15,0.9689371036031611
10,BX640584.2,0.9885946359212122,HNRNPA0B,1.8046524264391821,KRT8,1.3450573940032369,GBX1,1.2979155863930127,SI:RP71-45K5.2,0.9646317677503344,RHD,0.9611411024628628,ZGC:158463,0.9500979799225189
11,SI:DKEY-199M13.4,0.9872418664968386,DIABLOA,1.8027382869697186,CEBPB,1.341417781179344,ZNF503,1.2431017680220127,DND1,0.9182006604629365,SI:CH211-171H4.5,0.9527552070220725,STM,0.9493342971808034
12,BX901907.2,0.9794188518199488,FNIP1,1.7765385597873538,EPS8L1,1.3268425388424172,IM:7138239,1.1884637976750256,FHDC3,0.9062227224413547,CPE,0.9508575865520862,GTF2H5,0.9449233223483995
13,SI:DKEY-156K2.3,0.9781657830670072,NME2A,1.6032623164608935,ZNF185,1.303598399810217,DLD,1.1318555575759646,RPAIN,0.8952440751074061,LAMC1,0.9325670969143438,DUT,0.9444185470354078
14,SEPT12,0.9770473909566278,GPRC5BB,1.594661646517296,CLDN23,1.288266077647707,ZIC2A,1.1070675771465208,DDX4,0.8927210197947928,SI:CH211-178N15.1,0.9237082320338154,KIAA0101,0.9424850677077127
15,PRMT1,0.9766801638363513,HUWE1,1.515553065364695,ZGC:193505,1.2753860630588922,NHSL1B,1.0921916491831785,SLC25A25A,0.8881455703427442,PARP6A,0.9064434136174823,SI:CH211-113A14.16,0.9340401805585374
16,SI:DKEY-95P16.2,0.9742939650682189,KLHL22,1.3799607220040429,FTR83,1.257152150681122,ATP1B3A,1.074246739481285,SI:DKEY-261J4.3,0.8745098435625497,HSD17B2,0.9060413529889848,SI:CH211-194E1.8,0.9247976448114588
17,SI:CH211-190K17.31,0.9738794597836018,NRXN1B,1.3715968164460492,KLF17,1.255081379930615,APOC1,1.0399234991122805,SI:DKEY-11O15.10,0.8737237096749205,NCOA7,0.9058108770800837,FTL,0.922597013223394
18,SI:DKEY-15H14.4,0.9602582567714701,CPE,1.3402107284806108,EVPLA,1.2405742179151356,PRICKLE1B,1.025149465994036,SKA2,0.8683062976673639,RYR1A,0.9053999730455982,EIF5,0.914675108712505
19,SKP2,0.9537987381882923,PON1,1.3289610763689448,FA2H,1.236339052725465,HES6,1.0215126503760465,BMI1B,0.8589998509599428,SI:DKEY-58J15.10,0.9021668417200454,RPL12,0.9130560519537657
20,ZIC2B,0.9477029811801168,CABZ01001464.1,1.2926585136700468,CLDNB,1.2189402995016079,VED,1.0195168105650736,NEK2,0.8378026986076067,SYNGAP1A,0.901041383167045,U1,0.912584036149791
21,SLC38A3B,0.9446720088368314,CYR61L2,1.255648554451741,MGLL,1.215276528827818,HER1,1.0012275087453353,ZGC:56231,0.8335683256260953,PDLIM5A,0.8881532173730063,SI:DKEYP-3B12.10,0.9103153064568357
22,SI:CH1073-80I24.3,0.943591498443822,ZNF1057,1.2275092514733499,FTR82,1.2125008258690941,MSX3,0.9799947129445004,MAP7,0.8333067031362854,RNF213,0.8774048874308594,SI:DKEY-234I14.20,0.9088364036987271
23,SSBP3B,0.9411127693565743,SI:CH73-46J18.5,1.2229593230251485,SI:DKEYP-67A8.4,1.2088113504570497,SZL,0.9641138863084748,MAP1LC3C,0.8278044525749275,CR361561.2,0.8734209674202934,CLIP4,0.906659151981031
24,BX324155.1,0.9385963817662253,SETD2,1.2117976667327093,FUT9B,1.208128321142036,SP5L,0.9604370317213727,ZGC:77112,0.8232487865238353,CSF1RB,0.8649846106999639,CDKN1BB,0.8967054866191133
25,SI:DKEY-30F3.2,0.9358003619391774,MLXIP,1.2027960347544768,GRHL3,1.199237582777471,LEF1,0.9587179721577583,PGK1,0.8192016639743942,ZNF644B,0.8600518936946197,SI:CH1073-159D7.7,0.896490971786516
26,SOX3,0.935082869905251,ZNF1068,1.2025622797995472,PLEKHF1,1.1799121174923919,ARL4AB,0.9407022960154138,CTH1,0.8169250846227841,BX546500.1,0.8512224287720882,SI:DKEY-261M9.17,0.8939905556705475
27,SI:CH211-170D8.2,0.9318687638281724,CHD7,1.201704058492981,CYT1L,1.1770455633619135,WNT8A,0.9006433701955258,CLDND,0.8125718354464546,GRNAS,0.848819370063877,SI:CH211-113A14.10,0.8868540966114277
28,SI:CH211-271G18.4,0.9300236914889796,SI:CH211-241E1.5,1.1980843602788742,ZGC:153911,1.1677117519189446,LAMB1A,0.895538646789184,LPCAT4,0.7992276870697489,JAKMIP2,0.8398687453433324,SI:CH211-272F15.5,0.886097091961092
29,SOX2,0.9280002988985891,POLR2A,1.1883034183852406,HSD17B14,1.1467180373257737,VENT,0.8946975642888023,ANKRD12,0.7987036370823998,PHYHIP,0.8392920662818374,TOP1L,0.8749365213131194
