,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6
0,GDF3,1.1083097554085608,LYRM1,2.534581102508012,KRT4,1.4640187137222482,TA,2.3441422342078684,TDRD7A,1.2184155373365753,SI:DKEY-28A3.2,1.1728378276306215,OTUD4,1.178823243647532
1,RHEBL1,1.0827611908466872,AGRP2,2.195461167936667,KRT18,1.4323354453588828,EVE1,2.090345066792529,NANOS3,1.1747335103323462,JAG1B,1.0918686138664404,SI:CH211-242H13.4,1.162508088769866
2,CR391944.1,1.038902863472247,RAPGEF6,2.1426628962004024,LYE,1.420518418077714,WNT11,1.9346118225703832,BTG4,1.1463005941024058,FTR36,1.0854213494576437,PRKRIP1,1.0852141236430177
3,ALDOB,1.0388393037430872,CABZ01084942.1,2.112720821391013,KRT92,1.4143523631986334,CDX4,1.8135927425786986,HSP90AA1.2,1.1054431668964886,HS3ST3B1B,1.0842792207495733,SI:DKEY-153M14.1,1.0176293108896093
4,NCALDA,1.0283081386331838,MYO3A,2.100173808773453,MID1IP1A,1.394458230092429,ZNF703,1.7463405681490294,ACTL7A,1.067846415498107,KCNK4,1.068704858777433,HSP90AB1,1.0099736866052174
5,SI:CH211-195B11.4,1.008855498046406,ANO9A,2.0848993908399427,KRT5,1.391570181099253,TPBGA,1.5207886287364918,CA15B,1.0467359014522504,TNFAIP8L2A,1.017335948586444,SI:DKEY-23A13.4,1.0033002854278776
6,RGS3B,1.0066974946128469,SI:CH73-195I19.3,2.063667968784915,KRT97,1.381024832183056,SP5A,1.5182006309108018,CLDNG,1.0441569129501374,SI:DKEY-186O21.1,1.002243946078537,SI:DKEY-108K21.12,0.9999107743734469
7,CR450785.2,0.9914443254020592,ZGC:171775,1.888652398164282,CLDNE,1.3762439612846804,AXIN2,1.5034799779039238,MID1IP1L,1.0377077861088289,CNNM1,0.9956940930658643,SI:CH211-117M22.2,0.9933506675569158
8,BZW1A,0.989090136087823,TOP1,1.8235326537058543,ZGC:101000,1.3676050236441375,MSX1B,1.4737279052596348,SI:DKEY-163F14.5,0.9696689476066602,GRB7,0.9848624162843475,PPIB,0.9763898870446537
9,RAC1A,0.9887177226184889,ZGC:173587,1.8180802700821408,SI:CH211-125O16.4,1.3627685957864608,MIXL1,1.3343719945528976,ZGC:158852,0.9664458319393715,NRXN1B,0.9795310104200503,SI:DKEY-23A13.15,0.9689371034089453
10,BX640584.2,0.9885946360867564,HNRNPA0B,1.8046524260048216,KRT8,1.345057393971836,GBX1,1.2979155863363654,SI:RP71-45K5.2,0.964631767667158,RHD,0.9611411023524705,ZGC:158463,0.950097979719483
11,SI:DKEY-199M13.4,0.9872418666151087,DIABLOA,1.8027382865271586,CEBPB,1.3414177811460737,ZNF503,1.2431017679718557,DND1,0.9182006603773165,SI:CH211-171H4.5,0.9527552069131023,STM,0.9493342969892512
12,BX901907.2,0.9794188519488214,FNIP1,1.7765385593515497,EPS8L1,1.3268425388124943,IM:7138239,1.1884637976235444,FHDC3,0.9062227223697352,CPE,0.9508575864412532,GTF2H5,0.9449233221622583
13,SI:DKEY-156K2.3,0.9781657831988123,NME2A,1.6032623160576447,ZNF185,1.3035983997812777,DLD,1.1318555575253562,RPAIN,0.8952440750352358,LAMC1,0.9325670967982819,DUT,0.9444185468386681
14,SEPT12,0.9770473911107869,GPRC5BB,1.5946616461258194,CLDN23,1.2882660776193409,ZIC2A,1.107067577104475,DDX4,0.8927210197259057,SI:CH211-178N15.1,0.9237082319239583,KIAA0101,0.9424850675187664
15,PRMT1,0.9766801639894347,HUWE1,1.5155530649930635,ZGC:193505,1.2753860630285667,NHSL1B,1.0921916491416626,SLC25A25A,0.8881455702714108,PARP6A,0.9064434135051251,SI:CH211-113A14.16,0.9340401803616881
16,SI:DKEY-95P16.2,0.9742939652454058,KLHL22,1.3799607216576038,FTR83,1.257152150651982,ATP1B3A,1.074246739433489,SI:DKEY-261J4.3,0.8745098434892677,HSD17B2,0.9060413528852741,SI:CH211-194E1.8,0.9247976446269719
17,SI:CH211-190K17.31,0.9738794599464176,NRXN1B,1.3715968160949514,KLF17,1.255081379902916,APOC1,1.0399234990752437,SI:DKEY-11O15.10,0.873723709606345,NCOA7,0.9058108769700097,FTL,0.9225970130347182
18,SI:DKEY-15H14.4,0.9602582569363933,CPE,1.3402107281462667,EVPLA,1.2405742178889594,PRICKLE1B,1.0251494659625462,SKA2,0.8683062975992122,RYR1A,0.9053999729414639,EIF5,0.9146751085297499
19,SKP2,0.9537987383552465,PON1,1.3289610760189174,FA2H,1.2363390526968914,HES6,1.0215126503365364,BMI1B,0.8589998508904931,SI:DKEY-58J15.10,0.9021668416092176,RPL12,0.9130560517661539
20,ZIC2B,0.9477029813322707,CABZ01001464.1,1.2926585133575572,CLDNB,1.218940299472373,VED,1.0195168105241335,NEK2,0.8378026985368653,SYNGAP1A,0.901041383070978,U1,0.9125840359766734
21,SLC38A3B,0.9446720089862,CYR61L2,1.255648554137713,MGLL,1.2152765288024616,HER1,1.0012275086990294,ZGC:56231,0.8335683255607341,PDLIM5A,0.8881532172629899,SI:DKEYP-3B12.10,0.9103153062660192
22,SI:CH1073-80I24.3,0.9435914985905057,ZNF1057,1.2275092511801013,FTR82,1.2125008258405603,MSX3,0.9799947129043084,MAP7,0.8333067030717562,RNF213,0.8774048873311037,SI:DKEY-234I14.20,0.908836403513161
23,SSBP3B,0.9411127695049959,SI:CH73-46J18.5,1.2229593227300881,SI:DKEYP-67A8.4,1.2088113504291182,SZL,0.9641138862661706,MAP1LC3C,0.8278044525097491,CR361561.2,0.8734209673030084,CLIP4,0.9066591518045137
24,BX324155.1,0.9385963818701514,SETD2,1.211797666431197,FUT9B,1.2081283211146734,SP5L,0.9604370316838694,ZGC:77112,0.8232487864667198,CSF1RB,0.8649846105954996,CDKN1BB,0.8967054864338327
25,SI:DKEY-30F3.2,0.9358003620911114,MLXIP,1.2027960344587878,GRHL3,1.1992375827573134,LEF1,0.958717972119294,PGK1,0.8192016639087294,ZNF644B,0.8600518935951769,SI:CH1073-159D7.7,0.8964909716033196
