,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5
0,OTUD4,1.2513687973966727,LYRM1,2.5470623342595924,KRT4,1.508673339165891,TA,2.3567679762414766,SI:RP71-45K5.2,1.1479784528270283,SI:DKEY-28A3.2,1.1171017416622375
1,SI:CH73-1A9.3,1.2401982323101488,AGRP2,2.205699444354548,KRT5,1.4300683756954045,EVE1,2.100774954402633,BTG4,1.117322250109398,KCNK4,1.0431699290872734
2,PPIB,1.214479229353257,RAPGEF6,2.1482622210080424,KRT92,1.4281984949596522,WNT11,1.950556997582326,DDIT4,1.0668379280029867,FTR36,1.0424549520773323
3,SI:CH211-222L21.1,1.2108250935602554,CABZ01084942.1,2.124875472834428,KRT18,1.4267414582265612,CDX4,1.8363299501848298,SI:DKEY-11O15.10,1.0209633199540347,HS3ST3B1B,1.0327591410065808
4,KIAA0101,1.2050590180976353,MYO3A,2.0911768856903374,LYE,1.4158095618699338,ZNF703,1.754771527086533,RPAIN,0.9911780072640209,JAG1B,1.0301273588323392
5,SI:DKEY-16M19.4,1.2000935239001542,ANO9A,2.0889593107079785,KRT97,1.4061331831998511,AXIN2,1.523316380105235,HSP90AA1.2,0.9822634153905371,NRXN1B,1.002872165627858
6,SI:DKEY-23A13.4,1.1869816433688063,SI:CH73-195I19.3,2.047324398726711,CLDNE,1.3925491252866107,SP5A,1.5186854061615236,TDRD7A,0.9815686312178965,SI:CH211-171H4.5,0.9730257002927098
7,SI:DKEY-95P16.2,1.1839550980684157,ZGC:171775,1.9093682460408754,MID1IP1A,1.3823520625028494,TPBGA,1.5123391800541677,CLDNG,0.9617671373293782,SI:DKEY-186O21.1,0.971111474484871
8,SI:CH211-113A14.16,1.1799907097846993,TOP1,1.8496176358308831,KRT8,1.360961523868227,MSX1B,1.4780384257664936,ZGC:56231,0.9512705655330329,RHD,0.9528583342527086
9,FTL,1.1780199078872085,ZGC:173587,1.821962146723986,SI:CH211-125O16.4,1.3498611923083372,MIXL1,1.340180469381518,ZGC:77112,0.9509682303253241,TNFAIP8L2A,0.9520347879325716
10,RPL6,1.1668086837760379,DIABLOA,1.808627765850768,ZGC:101000,1.3472127204498754,GBX1,1.3074225585262564,SLC25A25A,0.9503463841539315,RYR1A,0.9444530042572243
11,ZGC:158463,1.1601579491130192,FNIP1,1.7894760846633295,ZNF185,1.3348852018537716,ZNF503,1.2497636269180148,SI:DKEY-163F14.5,0.9430182793310732,GRB7,0.9432588577973192
12,TSR2,1.1598948929691903,HNRNPA0B,1.7816795217482333,CEBPB,1.32839529075642,IM:7138239,1.1919143376584054,SI:DKEY-1D7.3,0.9299769228281,CPE,0.9240206183697641
13,GTF2H5,1.1591920498086916,NME2A,1.610150343704114,EPS8L1,1.322911085891367,DLD,1.176716386675558,LSM14B,0.8938799770415926,CNNM1,0.9218811236642581
14,DUT,1.1585411361969684,GPRC5BB,1.5876608601864983,CLDN23,1.2967427571042442,ATP1B3A,1.1324411918029988,MID1IP1L,0.8766615306083854,SI:DKEY-48G21.5,0.9063400010960256
15,ALDOB,1.1560222681330439,HUWE1,1.5174475493942279,FTR83,1.26854773371767,ZIC2A,1.1117427796598744,NANOS3,0.8718875429746841,SI:CH211-178N15.1,0.896661061120933
16,SI:CH211-195B11.4,1.1481610306144374,KLHL22,1.386971520840134,FA2H,1.2554224487368193,NHSL1B,1.0955764806936545,CIARTA,0.8680175200642496,LAMC1,0.8904606849656024
17,RPS17,1.1439312745729726,NRXN1B,1.3748230557751213,EVPLA,1.2543606745198579,PRICKLE1B,1.0494550483585572,CTH1,0.8650439256223178,NCOA7,0.8846328918784064
18,HMGB2A,1.1294093323348415,PON1,1.365940040996755,ZGC:193505,1.250019131964267,APOC1,1.0341564361493742,BCL2L10,0.8641115001005193,ZNF644B,0.8708644819045105
19,SI:DKEY-153M14.1,1.1272637733531483,CPE,1.3260284243274898,KLF17,1.247673841935414,VED,1.0191034386190412,PGK1,0.8624349214354081,HSD17B2,0.8671578174293189
