,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17
0,BZW1A,1.1519957500667979,LYRM1,2.4310039605090026,KRT18,1.3618747536724685,TA,2.3940563779447612,NANOS3,1.5999390978566372,SI:CH211-242H13.4,1.4251575763827493,SI:DKEYP-3B12.7,1.0061809775922383,PRDM14,1.3251311776029282,SI:DKEYP-3B12.10,1.1240390794030157,BX546500.1,1.2615836826074294,SI:DKEY-261M9.17,1.505769430342888,PHLDA3,1.4175800237745293,HSP90AA1.2,1.8204574764490038,TELO2,0.7122267915149084,BX324155.1,0.9064464492314969,SZL,1.6003414253259662,SI:CH211-69B7.6,0.9151634753753237,CHD,0.785132826016216
1,GDF3,1.123697055276681,MYO3A,2.1488004075369096,MID1IP1A,1.3554097712093314,EVE1,2.114323571901717,DND1,1.4190464819127626,SI:DKEY-48G21.5,0.9319729251466308,SI:DKEYP-3B12.6,0.8545194603159303,ADMP,1.2178903844870628,ENSDART00000172356,1.0208873082776484,CAMSAP2A,1.1518956368158875,HIST2H3C,1.2373083184039158,MDM2,1.2030566563051381,HSP70.3,1.2043107122450343,FTH1B,0.6811116231810588,BX005448.2,0.8579733305197179,GATA2A,1.4294225690214066,AIM1B,0.8899534813887852,SI:CH211-276A17.5,0.7698209755049729
2,P4HB,1.041827976340214,AGRP2,2.1114101734427924,KRT4,1.3357496526967365,WNT11,2.0265123702923318,TDRD7A,1.3739958647558668,SI:DKEY-234I14.20,0.9237247104992993,KIAA0101,0.8365356659442263,SOX2,1.1893375621638382,SI:CH1073-159D7.7,1.0195219084125513,SI:DKEY-28A3.2,1.0533193066542708,SI:CH211-113A14.10,1.1256013041186252,SI:CH211-260E23.9,1.1005260744347842,HSP70.1,0.8535663119425834,SRRD,0.6593031301853601,DDIT4,0.856402445682368,APOC1,1.3521681650771913,CAMSAP3,0.8574321387550368,LYRM1,0.7215987022661847
3,RHEBL1,1.0403391608056451,SI:CH73-195I19.3,2.0936657653709747,KRT5,1.3356445808728035,CDX4,1.8684534329711657,ACTL7A,1.2468262362990101,RNASEP_NUC,0.9088682596975864,HSP90AB1,0.7721309049880395,SI:CH211-139K8.4,1.181028127781896,FP236812.1,1.0163428909225953,SYNGAP1A,0.9902422356573028,SI:DKEY-23A13.15,1.0499791736313602,APLNRB,1.0597849793072307,CABZ01080568.1,0.8014612248363827,SI:CH211-117I10.10,0.6578636526605625,CR391944.1,0.7974802025719726,BMP4,1.3459531890254532,EVPLA,0.8124063244035855,RYR1A,0.7118380743317221
4,FAM78BB,1.0263854105213048,RAPGEF6,2.0886022515797547,CLDNE,1.3213845152397745,ZNF703,1.8389918417828626,CA15B,1.127475631862455,PGAM1A,0.8516140057018666,PRKRIP1,0.7708698728672623,ZIC3,1.1807596102753772,ZGC:113984,0.9922634247571371,SLC7A8A,0.9837652127887183,ENSDART00000129497,1.0433628453699406,FOXO3B,1.0365125171727938,HSP70.2,0.779735993259402,RAB3IL1,0.6461136582570083,EGLN3,0.7921425880642218,FOXI1,1.2894924736978368,DSPA,0.7736365685394985,TTNA,0.7106718225423573
5,SKP2,0.9917771959752337,CABZ01084942.1,2.064208759408464,LYE,1.318413669434292,SP5A,1.6107743810384103,DDX4,1.1203815260811771,CPN1,0.7926103959244131,CLIP4,0.7663685845212922,SI:DKEY-188C14.4,1.1489035863930637,ZGC:158463,0.9860736981699495,PLECA,0.9537656368142665,ZGC:153405,1.0014705901431813,CTSH,1.0166856477127688,HSPA4A,0.6554494968413657,AFP4,0.6436150473716982,SI:CH211-190K17.31,0.7831936154437167,VED,1.200351887995908,PLECA,0.7459085824805325,CPE,0.6446190975533304
6,SI:DKEY-6D5.4,0.978471583993803,ANO9A,2.055686432002057,ZGC:101000,1.3039847726852103,AXIN2,1.6003066393503245,GRA,0.9758513668449302,SI:CH1073-190K2.1,0.7640201581168287,RPL27,0.7237303223230599,EFNB2A,1.0440958732583274,FP236812.2,0.9764275308661463,HS3ST3B1B,0.9516319801319387,SI:CH211-113A14.24,0.9689495504339476,RBL2,0.9894756424662977,SERPINH1B,0.6539447308311751,TSG101A,0.6412196556756368,SI:DKEY-15H14.4,0.7772211375841919,TFAP2C,1.1256517901635967,JAG1B,0.7273372939408894,RAPGEF6,0.633830703203806
7,NCALDA,0.953930758288771,FNIP1,1.8563271786139928,KRT92,1.29731673483593,TPBGA,1.5257421109873717,RGS14A,0.9200533322544258,SI:DKEYP-55H4.2,0.7448727895298356,SLC35A4,0.7198120730664203,SLC38A5B,1.0277691969788407,SI:CH211-113A14.25,0.9440482994157178,JAKMIP2,0.8833470052795261,ZGC:165555,0.8916369770705754,SESN3,0.9489486522564188,SI:DKEY-146C18.5,0.6009354363107136,SI:CH211-235I11.3,0.6398470272054074,SI:DKEY-1D7.3,0.7578244576622316,BMP7A,1.0878729123211195,MCHR2,0.7263707836137824,AGRP2,0.6267761704000457
8,RBM4.3,0.9353767047494788,ZGC:173587,1.8071722709878997,KRT97,1.2891345364556892,MSX1B,1.4816730667936848,BTG4,0.8089172964119813,CR388042.3,0.7369158833405646,NNR,0.709203260407997,PRICKLE1A,1.020139912782137,SI:DKEY-108K21.21,0.9272910229016927,HSD17B2,0.8716026510352747,SI:DKEY-108K21.14,0.883366833247871,BCL2L14,0.9365720660134621,ADGRE10,0.5911951980933039,FGF17,0.6154664609128381,CR450785.2,0.7423625943477082,BAMBIA,1.0230580845947785,NRXN1B,0.6641868949868549,UPK1A,0.6216677747342354
9,MKRN4,0.927842778108133,ZGC:171775,1.7434950420963262,KRT8,1.2689742848103136,MIXL1,1.4232317127109275,ICE1,0.7797718220415574,EIF5,0.7301753991051869,RPL35,0.7090445926374177,SP5L,0.9857243310919939,SI:DKEY-108K21.27,0.9155768446420357,RNF213,0.8638531012258438,SI:DKEY-261M9.15,0.8621942676350627,CASP8,0.8731797922745432,ZNF1031,0.5803247810150884,WDTC1,0.6120259841236659,SI:DKEY-30F3.2,0.7387627161131048,CRABP2B,1.0126195321713085,ZNF185,0.6620475558767637,NRXN1B,0.6195880892024961
